ticker,name,sector,close,chg1d,long_score,fade_score,trend,respect_profile,rsi,pctb,bandwidth,atr_pct,relvol,pos52,vs_sma20,vs_sma50,vs_sma200,macd_hist,support_level,support_dist_atr,support_rate,support_n,support_base,support_score,resist_level,resist_dist_atr,resist_base,resist_rate,resist_n,resist_score,long_raw,fade_raw,rs_1m,rs_3m,weekly_trend,vol_confirm,broken_level,broken_rate,broken_n,broken_dist_atr,broken_base,sma20_sup_rate,sma20_sup_base,sma20_sup_n,sma20_res_rate,sma20_res_base,sma20_res_n,sma50_sup_rate,sma50_sup_base,sma50_sup_n,sma50_res_rate,sma50_res_base,sma50_res_n,sma100_sup_rate,sma100_sup_base,sma100_sup_n,sma100_res_rate,sma100_res_base,sma100_res_n,sma200_sup_rate,sma200_sup_base,sma200_sup_n,sma200_res_rate,sma200_res_base,sma200_res_n,bb_lower_sup_rate,bb_lower_sup_base,bb_lower_sup_n,bb_upper_res_rate,bb_upper_res_base,bb_upper_res_n
APO,Apollo Global Management,Financials,120.2100,-0.0334,28.3306,11.9000,Mixed,SMA50 74% vs 60% (n=48),34.1746,-0.0690,0.1291,0.0330,0.2847,0.4080,-0.0734,-0.0656,-0.0509,-1.0797,,,,0,,0.0000,,,,,0,0.0000,28.3306,11.9000,-0.1007,-0.0628,Mixed,False,,,0,,,0.6968,0.7156,102,0.6532,0.6009,90,0.6169,0.7156,59,0.7385,0.6009,48,0.6019,0.7156,29,0.6601,0.6009,36,0.5582,0.7156,28,0.5745,0.6009,35,0.6174,0.6575,78,0.6434,0.5846,96
APD,Air Products,Materials,286.6400,-0.0011,28.3232,6.0000,Up,,40.7788,0.2578,0.1280,0.0205,0.0423,0.6871,-0.0310,-0.0384,0.0151,-1.3393,,,,0,,0.0000,,,,,0,0.0000,28.3232,6.0000,-0.0699,-0.0126,Down,False,,,0,,,0.6395,0.6277,100,0.6108,0.6045,90,0.6604,0.6277,74,0.5436,0.6045,63,0.6114,0.6277,41,0.5679,0.6045,39,0.5772,0.6277,35,0.6163,0.6045,34,0.6214,0.6182,74,0.6536,0.6201,87
GPC,Genuine Parts Company,Consumer Discretionary,129.3250,0.0044,28.2916,5.1000,Up,,44.7451,0.2036,0.0994,0.0245,0.0495,0.6896,-0.0295,-0.0088,0.0956,-1.0257,,,,0,,0.0000,,,,,0,0.0000,28.2916,5.1000,-0.0454,0.1296,Mixed,False,,,0,,,0.7296,0.6532,101,0.4981,0.5816,87,0.6265,0.6532,72,0.6577,0.5816,71,0.7268,0.6532,45,0.5554,0.5816,38,0.5951,0.6532,34,0.6664,0.5816,28,0.6377,0.5951,75,0.7264,0.6398,89
VTR,Ventas,Real Estate,87.9300,0.0149,28.1637,6.0000,Up,,40.7441,0.2649,0.0919,0.0202,0.0909,0.6216,-0.0216,-0.0460,0.0332,-0.2767,,,,0,,0.0000,,,,,0,0.0000,28.1637,6.0000,-0.0652,-0.0258,Down,False,,,0,,,0.6126,0.6786,100,0.5821,0.6163,93,0.6786,0.6786,56,0.5271,0.6163,50,0.6337,0.6786,35,0.6240,0.6163,32,0.6964,0.6786,20,0.6469,0.6163,23,0.7234,0.6910,80,0.5785,0.5957,90
KLAC,KLA Corporation,Information Technology,184.7600,-0.0165,28.1384,1.6797,Up,BB lower 85% vs 72% (n=70) | SMA200 83% vs 71% (n=21),51.7100,0.7504,0.1551,0.0442,0.1398,0.4163,0.0388,-0.0280,0.0561,2.1841,SMA200,1.2008,0.8336,21,0.7098,12.3419,,,,,0,0.0000,28.1384,1.6797,0.0116,-0.2782,Down,False,,,0,,,0.6060,0.7098,103,0.5829,0.5728,96,0.6165,0.7098,59,0.6296,0.5728,60,0.6010,0.7098,34,0.6025,0.5728,33,0.8336,0.7098,21,0.5121,0.5728,20,0.8495,0.7164,70,0.5876,0.6019,92
L,Loews Corporation,Financials,106.0900,0.0100,28.0048,14.0000,Mixed,SMA50 76% vs 62% (n=81) | SMA100 74% vs 62% (n=48),32.9659,0.0303,0.0490,0.0161,0.0695,0.3854,-0.0230,-0.0531,-0.0251,-0.1883,,,,0,,0.0000,,,,,0,0.0000,28.0048,14.0000,-0.0540,-0.0990,Down,False,,,0,,,0.6990,0.6185,124,0.5507,0.6434,106,0.7585,0.6185,81,0.5170,0.6434,59,0.7399,0.6185,48,0.4250,0.6434,35,0.7369,0.6185,17,0.5874,0.6434,14,0.7576,0.7658,70,0.6655,0.6387,96
AMCR,Amcor,Materials,42.4210,-0.0089,28.0001,6.0000,Up,,39.9476,0.2828,0.1464,0.0219,0.0651,0.5344,-0.0318,-0.0504,0.0185,-0.1514,,,,0,,0.0000,,,,,0,0.0000,28.0001,6.0000,-0.1078,-0.0158,Down,False,,,0,,,0.5902,0.6745,109,0.6327,0.6602,95,0.5734,0.6745,60,0.7033,0.6602,68,0.7108,0.6745,42,0.6732,0.6602,43,0.6771,0.6745,31,0.5910,0.6602,36,0.7442,0.6739,91,0.7495,0.6759,89
CPAY,Corpay,Financials,398.6850,0.0089,27.8834,5.1000,Up,,46.1226,0.2011,0.0625,0.0205,0.1460,0.8352,-0.0187,0.0022,0.1596,-2.5586,,,,0,,0.0000,,,,,0,0.0000,27.8834,5.1000,-0.0427,0.1107,Mixed,False,,,0,,,0.6207,0.6376,100,0.5720,0.6567,88,0.6085,0.6376,61,0.5453,0.6567,54,0.5807,0.6376,40,0.6806,0.6567,41,0.6542,0.6376,32,0.5545,0.6567,35,0.6019,0.6353,70,0.5797,0.5839,88
EME,Emcor,Industrials,748.2600,-0.0047,27.7583,18.8510,Mixed,BB lower 91% vs 74% (n=75) | SMA200 70% vs 60% (n=8),46.8066,0.4723,0.0756,0.0342,0.0731,0.4755,-0.0021,-0.0289,-0.0249,1.5103,BB lower,1.0471,0.9108,75,0.7376,26.1444,SMA200,-0.7468,0.5960,0.6987,8,25.7776,27.7583,18.8510,-0.0277,-0.1637,Mixed,False,,,0,,,0.6236,0.6847,95,0.6146,0.5960,91,0.6678,0.6847,57,0.6569,0.5960,59,0.7731,0.6847,28,0.5327,0.5960,23,0.5826,0.6847,11,0.6987,0.5960,8,0.9108,0.7376,75,0.5698,0.5610,107
BAX,Baxter International,Health Care,23.6000,0.0047,27.6011,5.1000,Up,,40.1110,0.2969,0.1933,0.0332,0.1074,0.5524,-0.0393,-0.0583,0.1432,-0.1599,,,,0,,0.0000,,,,,0,0.0000,27.6011,5.1000,-0.1147,0.0747,Mixed,False,,,0,,,0.5793,0.6395,85,0.6966,0.6329,103,0.5512,0.6395,46,0.6833,0.6329,48,0.5460,0.6395,19,0.6525,0.6329,29,0.5779,0.6395,16,0.6069,0.6329,15,0.6417,0.6497,92,0.6821,0.6429,76
REG,Regency Centers,Real Estate,72.7200,-0.0001,27.5594,14.0000,Mixed,,29.3158,0.0902,0.0492,0.0141,0.1271,0.4503,-0.0202,-0.0505,-0.0269,-0.0776,,,,0,,0.0000,,,,,0,0.0000,27.5594,14.0000,-0.0481,-0.1277,Down,False,,,0,,,0.6868,0.7434,127,0.6614,0.6125,101,0.7056,0.7434,81,0.5569,0.6125,83,0.6389,0.7434,57,0.5811,0.6125,57,0.6722,0.7434,51,0.6620,0.6125,42,0.6882,0.7191,83,0.7031,0.6787,98
SYY,Sysco,Consumer Staples,77.2150,0.0010,27.4879,14.0000,Mixed,,33.0738,0.0501,0.0953,0.0214,0.1086,0.4278,-0.0429,-0.0612,-0.0230,-0.4339,,,,0,,0.0000,,,,,0,0.0000,27.4879,14.0000,-0.0852,-0.0829,Down,False,,,0,,,0.6325,0.7368,105,0.6262,0.5912,94,0.5580,0.7368,64,0.6841,0.5912,55,0.6131,0.7368,53,0.5585,0.5912,45,0.6499,0.7368,39,0.5859,0.5912,41,0.6778,0.6711,87,0.6785,0.6677,81
MSFT,Microsoft,Information Technology,494.4600,-0.0122,27.4353,5.1000,Up,,52.2366,0.3035,0.0494,0.0222,0.1785,0.7272,-0.0097,0.0453,0.1487,-2.2630,,,,0,,0.0000,,,,,0,0.0000,27.4353,5.1000,0.0029,0.3582,Up,False,,,0,,,0.6100,0.7382,91,0.5811,0.5739,86,0.6058,0.7382,57,0.6303,0.5739,52,0.5629,0.7382,35,0.6659,0.5739,43,0.7581,0.7382,21,0.4518,0.5739,21,0.6809,0.6972,75,0.6473,0.5796,83
GD,General Dynamics,Industrials,343.4850,0.0005,27.4182,14.0000,Mixed,,26.5291,0.0960,0.1188,0.0189,0.1069,0.4024,-0.0480,-0.0834,-0.0281,-1.2907,,,,0,,0.0000,,,,,0,0.0000,27.4182,14.0000,-0.1109,-0.0454,Down,False,,,0,,,0.7229,0.7560,115,0.5052,0.6348,100,0.6937,0.7560,71,0.5296,0.6348,48,0.7605,0.7560,46,0.4890,0.6348,38,0.5840,0.7560,32,0.7271,0.6348,27,0.7902,0.7119,73,0.7202,0.6564,101
F,Ford Motor Company,Consumer Discretionary,12.7800,-0.0124,27.3544,14.0000,Mixed,,35.3375,0.0239,0.1382,0.0314,0.1085,0.2880,-0.0658,-0.0848,-0.0384,-0.1055,,,,0,,0.0000,,,,,0,0.0000,27.3544,14.0000,-0.0866,-0.1303,Down,False,,,0,,,0.6205,0.6667,97,0.5432,0.5798,96,0.6810,0.6667,66,0.5987,0.5798,60,0.5229,0.6667,47,0.6664,0.5798,43,0.5196,0.6667,30,0.5873,0.5798,34,0.7221,0.6926,76,0.6440,0.6161,93
CINF,Cincinnati Financial,Financials,164.7400,0.0133,27.1947,14.0000,Mixed,SMA50 76% vs 59% (n=66) | SMA100 75% vs 59% (n=58),36.6335,0.0124,0.0634,0.0182,0.0670,0.3639,-0.0309,-0.0509,-0.0107,-0.5315,,,,0,,0.0000,,,,,0,0.0000,27.1947,14.0000,-0.0437,-0.1242,Down,False,,,0,,,0.6388,0.5947,114,0.5689,0.6456,106,0.7626,0.5947,66,0.4522,0.6456,57,0.7480,0.5947,58,0.4692,0.6456,42,0.5993,0.5947,25,0.5922,0.6456,24,0.7636,0.7124,77,0.6520,0.6250,98
PSA,Public Storage,Real Estate,286.1000,-0.0022,27.0948,14.0000,Mixed,,32.3361,0.0766,0.0949,0.0216,0.0741,0.4458,-0.0402,-0.0801,-0.0251,-0.4194,,,,0,,0.0000,,,,,0,0.0000,27.0948,14.0000,-0.1165,-0.1383,Down,False,,,0,,,0.6607,0.6737,103,0.6037,0.6477,103,0.5934,0.6737,73,0.6058,0.6477,63,0.6782,0.6737,56,0.6782,0.6477,47,0.6267,0.6737,37,0.7085,0.6477,42,0.7066,0.7061,75,0.6628,0.6519,98
FCX,Freeport-McMoRan,Materials,71.4350,-0.0158,27.0809,5.1000,Up,SMA100 80% vs 64% (n=48) | SMA200 79% vs 64% (n=36),49.7977,0.3518,0.1580,0.0379,0.1214,0.8063,-0.0234,0.0343,0.1421,-0.4164,,,,0,,0.0000,,,,,0,0.0000,27.0809,5.1000,-0.0877,0.1106,Up,False,,,0,,,0.6597,0.6379,109,0.5876,0.6189,87,0.5961,0.6379,59,0.6340,0.6189,63,0.7991,0.6379,48,0.4297,0.6189,39,0.7888,0.6379,36,0.4993,0.6189,29,0.6712,0.6679,70,0.6608,0.6080,92
BLK,BlackRock,Financials,1061.7700,0.0008,27.0619,6.0000,Up,,42.5018,0.2857,0.1427,0.0229,0.0799,0.5375,-0.0306,-0.0386,0.0105,-3.4699,,,,0,,0.0000,,,,,0,0.0000,27.0619,6.0000,-0.0958,0.0387,Down,False,,,0,,,0.6612,0.6984,94,0.5875,0.5551,90,0.6418,0.6984,58,0.6128,0.5551,60,0.6948,0.6984,36,0.6098,0.5551,39,0.6525,0.6984,34,0.6430,0.5551,29,0.6326,0.6269,79,0.6102,0.5774,85
PFG,Principal Financial Group,Financials,114.1600,0.0021,27.0555,5.1000,Up,,49.8613,0.4840,0.1048,0.0229,0.0549,0.8470,-0.0017,0.0120,0.1488,-0.1677,,,,0,,0.0000,,,,,0,0.0000,27.0555,5.1000,0.0221,0.0306,Up,False,,,0,,,0.7045,0.7075,115,0.5327,0.6186,87,0.7542,0.7075,74,0.4769,0.6186,62,0.6572,0.7075,49,0.5763,0.6186,35,0.6918,0.7075,29,0.5390,0.6186,21,0.7475,0.7083,64,0.6382,0.5938,100
KDP,Keurig Dr Pepper,Consumer Staples,31.5350,-0.0071,26.9740,5.1000,Up,,50.0649,0.3633,0.0694,0.0231,0.0763,0.7566,-0.0095,0.0115,0.0832,-0.1064,,,,0,,0.0000,,,,,0,0.0000,26.9740,5.1000,-0.0359,-0.0360,Up,False,,,0,,,0.6155,0.6771,106,0.6426,0.6550,95,0.6487,0.6771,68,0.6757,0.6550,65,0.7372,0.6771,58,0.5124,0.6550,46,0.6142,0.6771,46,0.6379,0.6550,44,0.7346,0.7278,83,0.7121,0.6963,94
NUE,Nucor,Materials,248.9450,0.0080,26.9626,5.1000,Up,,45.4056,0.2491,0.0946,0.0326,0.0880,0.7922,-0.0237,-0.0243,0.1781,-1.3754,,,,0,,0.0000,,,,,0,0.0000,26.9626,5.1000,0.0117,-0.0098,Mixed,False,,,0,,,0.6939,0.6948,98,0.5724,0.5909,77,0.6277,0.6948,53,0.6219,0.5909,40,0.6086,0.6948,40,0.6219,0.5909,40,0.7408,0.6948,20,0.5165,0.5909,18,0.6131,0.6331,67,0.6420,0.5841,104
BRK-B,Berkshire Hathaway,Financials,508.1554,0.0019,26.7308,5.1000,Up,,50.6730,0.5165,0.0359,0.0129,0.0922,0.5987,0.0006,0.0047,0.0315,-0.4267,,,,0,,0.0000,,,,,0,0.0000,26.7308,5.1000,0.0017,-0.0204,Up,False,,,0,,,0.6477,0.7073,93,0.5605,0.5915,93,0.7222,0.7073,65,0.5422,0.5915,52,0.7561,0.7073,50,0.5359,0.5915,34,0.7850,0.7073,34,0.5643,0.5915,25,0.7821,0.6958,75,0.5738,0.5959,96
INCY,Incyte,Health Care,124.4900,-0.0012,26.6993,5.1000,Up,,50.7517,0.4247,0.0678,0.0265,0.1002,0.8426,-0.0051,0.0132,0.1745,-0.2752,,,,0,,0.0000,,,,,0,0.0000,26.6993,5.1000,-0.0332,0.1004,Up,False,,,0,,,0.6820,0.6283,95,0.5826,0.6280,93,0.7180,0.6283,58,0.4760,0.6280,58,0.6798,0.6283,35,0.5628,0.6280,36,0.6822,0.6283,29,0.6504,0.6280,26,0.7085,0.6913,86,0.6592,0.6554,91
DOC,Healthpeak Properties,Real Estate,20.3050,-0.0085,26.5748,0.0000,Up,,43.4187,0.2929,0.0650,0.0189,0.1995,0.6884,-0.0135,-0.0370,0.1086,0.0149,,,,0,,0.0000,,,,,0,0.0000,26.5748,0.0000,-0.0625,-0.0579,Down,False,,,0,,,0.6849,0.6500,102,0.6279,0.6278,86,0.6246,0.6500,61,0.6642,0.6278,60,0.6955,0.6500,40,0.5465,0.6278,50,0.5636,0.6500,29,0.6878,0.6278,36,0.6261,0.6167,83,0.6317,0.6203,87
FDS,FactSet,Financials,274.2700,-0.0185,26.5737,5.1000,Up,,44.4945,0.2779,0.2200,0.0425,0.0771,0.6652,-0.0489,-0.0185,0.1064,-1.8650,,,,0,,0.0000,,,,,0,0.0000,26.5737,5.1000,-0.1042,0.2245,Mixed,False,,,0,,,0.6382,0.6139,97,0.6188,0.6603,94,0.5981,0.6139,72,0.6215,0.6603,63,0.6152,0.6139,39,0.6945,0.6603,43,0.5960,0.6139,32,0.7326,0.6603,31,0.6820,0.6621,82,0.7214,0.6467,98
HPQ,HP Inc.,Information Technology,31.8400,-0.0100,26.5388,5.1000,Up,SMA200 81% vs 65% (n=34) | SMA100 77% vs 62% (n=46),51.1530,0.4441,0.2053,0.0500,0.0754,0.7728,-0.0115,0.0834,0.3884,-0.2551,,,,0,,0.0000,,,,,0,0.0000,26.5388,5.1000,0.1190,0.3330,Up,False,,,0,,,0.6489,0.6216,100,0.5400,0.6490,86,0.6882,0.6216,65,0.6092,0.6490,61,0.7697,0.6216,46,0.4454,0.6490,40,0.5162,0.6216,26,0.8052,0.6490,34,0.6642,0.7061,68,0.6245,0.6433,93
KVUE,Kenvue,Consumer Staples,17.7700,0.0057,26.5367,20.3168,Up,SMA100 75% vs 61% (n=22),40.0384,0.3418,0.1239,0.0182,0.0626,0.7051,-0.0196,-0.0412,0.0161,-0.0219,,,,0,,0.0000,SMA100,-0.9244,0.6124,0.7481,22,26.0305,26.5367,20.3168,-0.0805,-0.0803,Down,False,,,0,,,0.6287,0.7087,53,0.6223,0.6124,61,0.6326,0.7087,40,0.5403,0.6124,32,0.4945,0.7087,26,0.7481,0.6124,22,0.6743,0.7087,18,0.6437,0.6124,20,0.6734,0.6065,59,0.7106,0.7250,62
V,Visa Inc.,Financials,367.1300,0.0155,26.5336,5.1000,Up,,47.2918,0.2404,0.0615,0.0164,0.1276,0.8014,-0.0160,-0.0011,0.0944,-1.5216,,,,0,,0.0000,,,,,0,0.0000,26.5336,5.1000,-0.0459,0.0597,Mixed,False,,,0,,,0.6217,0.6839,113,0.6645,0.6119,99,0.5677,0.6839,66,0.6536,0.6119,64,0.6565,0.6839,55,0.5382,0.6119,47,0.7275,0.6839,41,0.4446,0.6119,24,0.7350,0.7143,72,0.6782,0.6242,97
JBHT,J.B. Hunt,Industrials,234.3100,-0.0014,26.5265,14.0000,Mixed,,31.0711,0.1177,0.2365,0.0356,0.0412,0.6184,-0.0904,-0.1297,-0.0302,-3.3525,,,,0,,0.0000,,,,,0,0.0000,26.5265,14.0000,-0.1043,-0.1751,Down,False,,,0,,,0.6341,0.6684,98,0.5720,0.6224,107,0.6043,0.6684,60,0.5832,0.6224,62,0.6434,0.6684,53,0.5362,0.6224,51,0.6478,0.6684,31,0.6026,0.6224,30,0.7449,0.7020,83,0.6360,0.6272,99
UDR,"UDR, Inc.",Real Estate,33.6700,-0.0036,26.5002,14.0000,Mixed,SMA100 70% vs 60% (n=45),20.0469,0.1338,0.1381,0.0164,0.1328,0.1937,-0.0506,-0.0935,-0.0759,-0.1317,,,,0,,0.0000,,,,,0,0.0000,26.5002,14.0000,-0.1253,-0.1602,Down,False,,,0,,,0.6473,0.5960,114,0.6231,0.6754,87,0.6198,0.5960,66,0.6390,0.6754,55,0.7017,0.5960,45,0.5468,0.6754,43,0.4681,0.5960,31,0.7072,0.6754,38,0.5839,0.6388,86,0.7526,0.6824,86
SBUX,Starbucks,Consumer Discretionary,93.8200,-0.0034,26.4769,14.0000,Mixed,BB upper 82% vs 71% (n=91),25.3312,0.1348,0.1964,0.0245,0.1043,0.5253,-0.0717,-0.0932,-0.0374,-0.8101,,,,0,,0.0000,,,,,0,0.0000,26.4769,14.0000,-0.1331,-0.1360,Down,False,,,0,,,0.6268,0.6743,104,0.5435,0.6092,98,0.6371,0.6743,74,0.6038,0.6092,58,0.5594,0.6743,33,0.6692,0.6092,37,0.6566,0.6743,26,0.6431,0.6092,34,0.6560,0.6820,84,0.8194,0.7097,91
ADM,Archer Daniels Midland,Consumer Staples,82.0100,-0.0017,26.4557,6.0000,Up,,45.3427,0.2708,0.1147,0.0312,0.0965,0.8060,-0.0263,-0.0037,0.1249,-0.5192,,,,0,,0.0000,,,,,0,0.0000,26.4557,6.0000,0.0433,0.0518,Down,False,,,0,,,0.6602,0.6614,103,0.5668,0.6378,94,0.6886,0.6614,71,0.5587,0.6378,65,0.6411,0.6614,36,0.5622,0.6378,29,0.3692,0.6614,14,0.6750,0.6378,22,0.7275,0.7089,81,0.6734,0.6559,89
MRSH,Marsh McLennan,Financials,170.7200,0.0020,26.3925,14.0000,Mixed,,30.4911,0.1314,0.1592,0.0211,0.0954,0.3071,-0.0587,-0.0773,-0.0315,-1.3096,,,,0,,0.0000,,,,,0,0.0000,26.3925,14.0000,-0.1290,-0.0129,Down,False,,,0,,,0.6478,0.6232,111,0.5644,0.6870,93,0.6171,0.6232,60,0.5898,0.6870,60,0.6175,0.6232,47,0.5687,0.6870,36,0.6728,0.6232,22,0.5899,0.6870,21,0.6597,0.6983,73,0.6752,0.6416,102
OXY,Occidental Petroleum,Energy,58.3950,0.0180,26.3426,5.1000,Up,,46.6484,0.2572,0.1008,0.0266,0.1882,0.7046,-0.0245,0.0059,0.1009,-0.5371,,,,0,,0.0000,,,,,0,0.0000,26.3426,5.1000,-0.0300,0.1008,Mixed,False,,,0,,,0.6845,0.6650,108,0.5968,0.6220,94,0.5925,0.6650,68,0.6391,0.6220,75,0.5705,0.6650,55,0.6274,0.6220,43,0.6579,0.6650,35,0.6348,0.6220,33,0.6529,0.6548,72,0.6934,0.6424,92
CTAS,Cintas,Industrials,197.1200,0.0268,26.3132,6.0000,Up,BB upper 71% vs 59% (n=104),45.9642,0.2680,0.0593,0.0213,0.3209,0.6315,-0.0138,-0.0243,0.0547,-0.7463,,,,0,,0.0000,,,,,0,0.0000,26.3132,6.0000,-0.0555,0.1088,Down,False,,,0,,,0.6902,0.6709,110,0.5968,0.6290,84,0.7447,0.6709,56,0.5503,0.6290,46,0.7041,0.6709,41,0.5152,0.6290,30,0.5842,0.6709,16,0.6465,0.6290,20,0.7522,0.7308,73,0.7071,0.5923,104
INVH,Invitation Homes,Real Estate,26.7250,-0.0076,26.3118,14.0000,Mixed,,21.9503,0.1416,0.1320,0.0164,0.1092,0.4193,-0.0473,-0.0861,-0.0292,-0.0964,,,,0,,0.0000,,,,,0,0.0000,26.3118,14.0000,-0.1286,-0.1365,Down,False,,,0,,,0.6497,0.6782,111,0.6590,0.7067,105,0.5245,0.6782,66,0.7033,0.7067,64,0.6743,0.6782,46,0.6184,0.7067,41,0.5368,0.6782,29,0.7323,0.7067,34,0.6542,0.6239,90,0.7084,0.7000,79
VRSN,Verisign,Information Technology,294.0900,0.0028,26.3077,0.0000,Up,SMA200 71% vs 61% (n=22),51.7307,0.5092,0.0810,0.0270,0.1238,0.8330,0.0007,0.0260,0.1175,0.0305,,,,0,,0.0000,,,,,0,0.0000,26.3077,0.0000,0.0054,0.1227,Up,False,,,0,,,0.7098,0.6974,107,0.5774,0.6068,92,0.7268,0.6974,59,0.5378,0.6068,47,0.6787,0.6974,34,0.6131,0.6068,44,0.7227,0.6974,22,0.7087,0.6068,22,0.7338,0.6915,72,0.6245,0.6116,96
TGT,Target Corporation,Consumer Staples,158.0100,0.0112,26.3071,5.1000,Up,,51.7322,0.3650,0.0902,0.0253,0.1316,0.8577,-0.0122,0.0352,0.2635,-0.9317,,,,0,,0.0000,,,,,0,0.0000,26.3071,5.1000,-0.0759,0.0802,Up,False,,,0,,,0.5547,0.6437,98,0.5856,0.6411,96,0.5627,0.6437,61,0.6536,0.6411,55,0.6101,0.6437,33,0.6555,0.6411,35,0.7323,0.6437,20,0.5235,0.6411,20,0.6028,0.6520,70,0.6130,0.6636,77
CVX,Chevron Corporation,Energy,207.2600,0.0085,26.2437,5.1000,Up,,51.8906,0.4075,0.0904,0.0210,0.1482,0.8602,-0.0084,0.0391,0.1384,-1.4641,,,,0,,0.0000,,,,,0,0.0000,26.2437,5.1000,0.0146,0.1720,Up,False,,,0,,,0.7510,0.7192,121,0.4446,0.6136,87,0.6504,0.7192,65,0.5648,0.6136,57,0.7347,0.7192,53,0.4101,0.6136,41,0.7108,0.7192,31,0.5953,0.6136,27,0.7639,0.7640,72,0.7093,0.6105,108
SJM,J.M. Smucker Company (The),Consumer Staples,123.9700,0.0127,26.1415,5.1000,Up,SMA100 73% vs 63% (n=58),52.1464,0.3999,0.1351,0.0238,0.0495,0.7588,-0.0135,0.0219,0.1662,-0.5924,,,,0,,0.0000,,,,,0,0.0000,26.1415,5.1000,-0.0210,0.0735,Up,False,,,0,,,0.6081,0.6341,112,0.5982,0.6556,94,0.6701,0.6341,55,0.6803,0.6556,66,0.7345,0.6341,58,0.5239,0.6556,43,0.7219,0.6341,48,0.4543,0.6556,48,0.7471,0.6926,76,0.6727,0.6361,86
CRM,Salesforce,Information Technology,238.6000,0.0043,26.0838,5.1000,Up,SMA100 70% vs 56% (n=39) | SMA50 70% vs 56% (n=58),53.8971,0.3275,0.2043,0.0371,0.1518,0.7601,-0.0352,0.1318,0.1894,-4.0582,,,,0,,0.0000,,,,,0,0.0000,26.0838,5.1000,0.1374,0.5173,Up,False,,,0,,,0.6374,0.6389,91,0.5938,0.5630,84,0.4145,0.6389,48,0.6976,0.5630,58,0.5364,0.6389,25,0.7035,0.5630,39,0.6455,0.6389,17,0.6933,0.5630,18,0.6664,0.6618,75,0.6031,0.6182,83
ZBH,Zimmer Biomet,Health Care,90.7000,-0.0020,26.0752,14.0000,Mixed,,37.3778,0.0480,0.1327,0.0315,0.1229,0.4348,-0.0600,-0.0560,-0.0049,-0.7538,,,,0,,0.0000,,,,,0,0.0000,26.0752,14.0000,-0.1077,-0.0432,Down,False,,,0,,,0.6208,0.7264,107,0.6352,0.6311,96,0.5844,0.7264,66,0.6274,0.6311,59,0.5287,0.7264,45,0.6905,0.6311,46,0.5855,0.7264,30,0.7169,0.6311,33,0.6576,0.6459,79,0.6854,0.6578,83
LITE,Lumentum,Information Technology,922.1000,-0.0159,26.0312,5.1000,Up,SMA50 69% vs 51% (n=48) | SMA200 65% vs 51% (n=27),52.4219,0.5577,0.1905,0.0678,0.2531,0.8262,0.0110,0.0795,0.2698,-0.0982,,,,0,,0.0000,,,,,0,0.0000,26.0312,5.1000,0.0385,0.0239,Up,False,,,0,,,0.6322,0.7132,97,0.5735,0.5141,92,0.5888,0.7132,45,0.6934,0.5141,48,0.6549,0.7132,37,0.4752,0.5141,34,0.5662,0.7132,24,0.6470,0.5141,27,0.6796,0.6725,75,0.5936,0.5888,96
BE,Bloom Energy,Industrials,257.6800,-0.0636,25.9591,0.0000,Up,,52.6022,0.5518,0.3955,0.0717,0.4271,0.6771,0.0205,0.1309,0.2755,0.3183,,,,0,,0.0000,,,,,0,0.0000,25.9591,0.0000,0.1823,-0.2125,Up,False,,,0,,,0.6439,0.7205,89,0.5957,0.5415,97,0.6840,0.7205,47,0.6142,0.5415,50,0.6863,0.7205,41,0.6401,0.5415,40,0.7262,0.7205,22,0.6302,0.5415,28,0.6067,0.6434,81,0.6359,0.6494,85
NVDA,Nvidia,Information Technology,222.3900,-0.0138,25.9549,0.0000,Up,,52.6128,0.5323,0.0995,0.0271,0.1312,0.8112,0.0032,0.0325,0.1180,0.2809,,,,0,,0.0000,,,,,0,0.0000,25.9549,0.0000,0.0423,0.0915,Up,False,,,0,,,0.6521,0.7269,94,0.5645,0.5474,92,0.6273,0.7269,66,0.5591,0.5474,50,0.7002,0.7269,43,0.4920,0.5474,35,0.7320,0.7269,15,0.4421,0.5474,10,0.7615,0.7185,72,0.6502,0.5805,98
EXR,Extra Space Storage,Real Estate,133.7000,-0.0010,25.9462,14.0000,Mixed,,35.0745,0.0856,0.0691,0.0199,0.0752,0.3692,-0.0286,-0.0634,-0.0350,-0.0843,,,,0,,0.0000,,,,,0,0.0000,25.9462,14.0000,-0.0810,-0.1200,Down,False,,,0,,,0.6334,0.6937,103,0.5964,0.6117,94,0.7152,0.6937,60,0.6394,0.6117,53,0.6745,0.6937,52,0.5382,0.6117,47,0.5083,0.6937,29,0.6699,0.6117,31,0.6632,0.6844,71,0.6548,0.6299,93
ED,Consolidated Edison,Utilities,103.4850,0.0085,25.8967,14.0000,Mixed,,38.1278,0.0449,0.0607,0.0157,0.1378,0.5048,-0.0276,-0.0401,-0.0259,-0.3665,,,,0,,0.0000,,,,,0,0.0000,25.8967,14.0000,-0.0452,-0.1051,Down,False,,,0,,,0.6961,0.7179,105,0.5952,0.6298,96,0.5738,0.7179,62,0.6600,0.6298,68,0.5917,0.7179,60,0.6956,0.6298,60,0.7034,0.7179,47,0.6094,0.6298,51,0.7381,0.6855,81,0.7192,0.6278,101
