ticker,name,sector,close,chg1d,long_score,fade_score,trend,respect_profile,rsi,pctb,bandwidth,atr_pct,relvol,pos52,vs_sma20,vs_sma50,vs_sma200,macd_hist,support_level,support_dist_atr,support_rate,support_n,support_base,support_score,resist_level,resist_dist_atr,resist_base,resist_rate,resist_n,resist_score,long_raw,fade_raw,rs_1m,rs_3m,weekly_trend,vol_confirm,broken_level,broken_rate,broken_n,broken_dist_atr,broken_base,sma20_sup_rate,sma20_sup_base,sma20_sup_n,sma20_res_rate,sma20_res_base,sma20_res_n,sma50_sup_rate,sma50_sup_base,sma50_sup_n,sma50_res_rate,sma50_res_base,sma50_res_n,sma100_sup_rate,sma100_sup_base,sma100_sup_n,sma100_res_rate,sma100_res_base,sma100_res_n,sma200_sup_rate,sma200_sup_base,sma200_sup_n,sma200_res_rate,sma200_res_base,sma200_res_n,bb_lower_sup_rate,bb_lower_sup_base,bb_lower_sup_n,bb_upper_res_rate,bb_upper_res_base,bb_upper_res_n
HAL,Halliburton,Energy,33.3250,0.0095,16.4658,20.0000,Down,,39.8581,0.1290,0.1628,0.0296,0.0628,0.5544,-0.0604,-0.0247,-0.0484,-0.4363,,,,0,,0.0000,,,,,0,0.0000,16.4658,20.0000,-0.0392,-0.0598,Down,False,,,0,,,0.6472,0.6795,96,0.6228,0.6326,98,0.7365,0.6795,54,0.6088,0.6326,56,0.5537,0.6795,28,0.6437,0.6326,31,0.5081,0.6795,23,0.6524,0.6326,29,0.7074,0.6607,69,0.6090,0.5934,82
TTWO,Take-Two Interactive,Communication Services,206.8450,0.0025,16.2571,14.0000,Mixed,SMA50 73% vs 60% (n=62),36.2400,0.2232,0.1578,0.0355,0.1042,0.2454,-0.0437,-0.1043,-0.0850,-0.3381,,,,0,,0.0000,,,,,0,0.0000,16.2571,14.0000,-0.1201,-0.1701,Down,False,,,0,,,0.7121,0.6898,108,0.5561,0.5973,101,0.6946,0.6898,59,0.7332,0.5973,62,0.6423,0.6898,47,0.6678,0.5973,46,0.6800,0.6898,28,0.6811,0.5973,23,0.6876,0.6906,80,0.6868,0.6698,96
FISV,Fiserv,Financials,45.5712,-0.0082,16.2320,20.0000,Down,SMA20 68% vs 57% (n=90),31.0364,0.0171,0.1944,0.0383,0.0905,0.0051,-0.0939,-0.1185,-0.2076,-0.5680,,,,0,,0.0000,,,,,0,0.0000,16.2320,20.0000,-0.1455,-0.1018,Down,False,,,0,,,0.6135,0.7000,100,0.6839,0.5714,90,0.5483,0.7000,54,0.5785,0.5714,57,0.4821,0.7000,35,0.6149,0.5714,42,0.6737,0.7000,15,0.5204,0.5714,10,0.6623,0.6575,80,0.5892,0.6230,80
ALGN,Align Technology,Health Care,147.4850,-0.0046,16.1662,20.0000,Down,SMA200 77% vs 60% (n=20),36.3859,0.1899,0.1226,0.0333,0.0789,0.3249,-0.0380,-0.1025,-0.1368,-0.0204,,,,0,,0.0000,,,,,0,0.0000,16.1662,20.0000,-0.0821,-0.1844,Down,False,,,0,,,0.6254,0.6032,99,0.5558,0.6441,96,0.5846,0.6032,60,0.6146,0.6441,49,0.5898,0.6032,34,0.6413,0.6441,39,0.7672,0.6032,20,0.5788,0.6441,16,0.6387,0.6421,83,0.6333,0.6569,87
ATO,Atmos Energy,Utilities,157.0250,0.0050,16.1035,20.0000,Down,SMA100 80% vs 67% (n=62) | SMA200 79% vs 67% (n=40),26.4831,0.0369,0.0955,0.0154,0.1199,0.0574,-0.0442,-0.0707,-0.0930,-0.7620,,,,0,,0.0000,,,,,0,0.0000,16.1035,20.0000,-0.0703,-0.1321,Down,False,,,0,,,0.6860,0.6722,118,0.6037,0.5913,96,0.7160,0.6722,64,0.6056,0.5913,61,0.7983,0.6722,62,0.4360,0.5913,45,0.7884,0.6722,40,0.4957,0.5913,27,0.7303,0.7211,78,0.7155,0.6429,110
MOS,Mosaic Company (The),Materials,23.7100,-0.0271,15.9591,17.0000,Down,SMA100 71% vs 59% (n=68),45.5974,0.1681,0.1329,0.0449,0.1120,0.2540,-0.0441,0.0129,-0.0184,-0.2563,,,,0,,0.0000,,,,,0,0.0000,15.9591,17.0000,-0.0097,0.0988,Up,False,,,0,,,0.6021,0.7035,97,0.6079,0.5896,92,0.5669,0.7035,68,0.6670,0.5896,67,0.5055,0.7035,53,0.7133,0.5896,68,0.6082,0.7035,22,0.6674,0.5896,28,0.7474,0.6944,80,0.7097,0.6869,83
INTU,Intuit,Information Technology,285.1200,-0.0059,15.7385,20.0000,Down,SMA200 74% vs 62% (n=36),32.4090,0.0182,0.2609,0.0478,0.1198,0.0751,-0.1257,-0.1225,-0.2961,-5.8645,,,,0,,0.0000,,,,,0,0.0000,15.7385,20.0000,-0.2352,0.0447,Down,False,,,0,,,0.6456,0.6238,99,0.6499,0.6216,106,0.6449,0.6238,65,0.6216,0.6216,74,0.6960,0.6238,47,0.5941,0.6216,49,0.7204,0.6238,30,0.7372,0.6216,36,0.7131,0.6903,77,0.6975,0.6700,83
HLT,Hilton Worldwide,Consumer Discretionary,310.2000,0.0097,15.6904,8.0000,Mixed,,46.3518,0.4630,0.0957,0.0195,0.1126,0.5454,-0.0035,-0.0258,-0.0133,0.3270,,,,0,,0.0000,,,,,0,0.0000,15.6904,8.0000,-0.0661,-0.1437,Down,False,,,0,,,0.6742,0.7090,107,0.5275,0.6466,90,0.7030,0.7090,74,0.5423,0.6466,69,0.7405,0.7090,66,0.5019,0.6466,41,0.7198,0.7090,18,0.6992,0.6466,14,0.7285,0.7481,66,0.6055,0.5906,99
LIN,Linde plc,Materials,470.3600,0.0014,15.6556,8.0000,Mixed,SMA200 78% vs 67% (n=25) | SMA50 77% vs 67% (n=73),46.4540,0.4533,0.0923,0.0164,0.2156,0.5318,-0.0043,-0.0301,-0.0219,0.6389,,,,0,,0.0000,,,,,0,0.0000,15.6556,8.0000,-0.0429,-0.1324,Down,False,,,0,,,0.6606,0.6651,106,0.5332,0.6139,85,0.7748,0.6651,73,0.4491,0.6139,46,0.7074,0.6651,45,0.6016,0.6139,30,0.7814,0.6651,25,0.5728,0.6139,16,0.7482,0.7138,76,0.7159,0.6463,96
MCD,McDonald's,Consumer Discretionary,241.2600,0.0123,15.5702,20.0000,Down,,31.6459,0.0358,0.1035,0.0208,0.3656,0.0715,-0.0480,-0.0795,-0.1640,-1.0486,,,,0,,0.0000,,,,,0,0.0000,15.5702,20.0000,-0.0964,-0.1274,Down,False,,,0,,,0.6332,0.6637,106,0.5952,0.6709,103,0.5764,0.6637,70,0.6289,0.6709,75,0.6948,0.6637,43,0.6018,0.6709,42,0.7347,0.6637,35,0.4561,0.6709,26,0.6703,0.6677,88,0.7446,0.6783,95
FSLR,First Solar,Information Technology,181.4400,-0.0549,15.4393,20.0000,Down,SMA50 74% vs 59% (n=59),34.5903,-0.2117,0.1430,0.0553,0.4833,0.0022,-0.1018,-0.1448,-0.2010,-1.2991,,,,0,,0.0000,,,,,0,0.0000,15.4393,20.0000,-0.1349,-0.3169,Down,False,,,0,,,0.6676,0.6912,96,0.5835,0.5870,108,0.6570,0.6912,55,0.7357,0.5870,59,0.6135,0.6912,38,0.6602,0.5870,45,0.6555,0.6912,17,0.6196,0.5870,24,0.7393,0.6997,85,0.7700,0.6935,97
CSGP,CoStar Group,Real Estate,27.7900,-0.0166,15.3809,20.0000,Down,,34.7622,-0.0148,0.1737,0.0441,0.0762,0.0313,-0.0894,-0.0872,-0.3295,-0.3614,,,,0,,0.0000,,,,,0,0.0000,15.3809,20.0000,-0.1597,-0.1152,Down,False,,,0,,,0.5403,0.6213,95,0.6814,0.6150,95,0.6248,0.6213,64,0.6299,0.6150,65,0.6566,0.6213,47,0.5752,0.6150,42,0.6814,0.6213,29,0.4985,0.6150,23,0.7339,0.6456,84,0.7768,0.7038,73
TT,Trane Technologies,Industrials,439.9818,0.0066,15.3416,8.0000,Mixed,SMA50 66% vs 55% (n=52),47.3776,0.5216,0.0945,0.0244,0.1678,0.5933,0.0020,-0.0361,-0.0088,1.1054,,,,0,,0.0000,,,,,0,0.0000,15.3416,8.0000,-0.0323,-0.1346,Down,False,,,0,,,0.6367,0.7137,101,0.5873,0.5519,90,0.5622,0.7137,58,0.6644,0.5519,52,0.7067,0.7137,34,0.5214,0.5519,29,0.6613,0.7137,23,0.5431,0.5519,24,0.7535,0.6964,78,0.6346,0.5898,99
HD,Home Depot (The),Consumer Discretionary,292.3800,-0.0146,15.3209,20.0000,Down,SMA200 76% vs 57% (n=33),25.1568,0.0691,0.1427,0.0230,0.2707,0.0641,-0.0615,-0.1066,-0.1314,-1.3848,,,,0,,0.0000,,,,,0,0.0000,15.3209,20.0000,-0.1331,-0.1884,Down,False,,,0,,,0.6982,0.6815,93,0.5474,0.5664,86,0.7332,0.6815,57,0.5469,0.5664,55,0.6681,0.6815,36,0.5859,0.5664,34,0.6507,0.6815,34,0.7639,0.5664,33,0.6426,0.6560,81,0.6400,0.6290,89
WEC,WEC Energy Group,Utilities,101.7300,0.0055,15.2597,20.0000,Down,SMA200 77% vs 65% (n=36),34.1205,0.0140,0.0650,0.0161,0.1338,0.0746,-0.0316,-0.0567,-0.0736,-0.2611,,,,0,,0.0000,,,,,0,0.0000,15.2597,20.0000,-0.0603,-0.1598,Down,False,,,0,,,0.6239,0.6588,98,0.6601,0.6541,106,0.7449,0.6588,68,0.5096,0.6541,60,0.6252,0.6588,61,0.7035,0.6541,58,0.5610,0.6588,31,0.7654,0.6541,36,0.7342,0.7186,83,0.7135,0.6580,102
PNR,Pentair,Industrials,53.8200,-0.0259,15.1670,20.0000,Down,SMA200 77% vs 62% (n=16) | SMA50 72% vs 62% (n=52),21.3861,0.0755,0.1750,0.0301,0.0486,0.0000,-0.0743,-0.1365,-0.3464,-0.0928,,,,0,,0.0000,,,,,0,0.0000,15.1670,20.0000,-0.1558,-0.3248,Down,False,,,0,,,0.5933,0.6212,103,0.6822,0.6221,92,0.6216,0.6212,37,0.7230,0.6221,52,0.6162,0.6212,26,0.6997,0.6221,31,0.7742,0.6212,16,0.6170,0.6221,13,0.6626,0.6562,89,0.6891,0.6612,84
RL,Ralph Lauren Corporation,Consumer Discretionary,347.8000,0.0306,15.0886,8.0000,Mixed,SMA100 67% vs 57% (n=47),48.1218,0.6676,0.0881,0.0290,0.1242,0.4121,0.0148,-0.0503,-0.0456,1.6901,,,,0,,0.0000,,,,,0,0.0000,15.0886,8.0000,-0.0680,-0.2058,Down,False,,,0,,,0.6753,0.7395,107,0.5864,0.5667,109,0.6184,0.7395,59,0.6333,0.5667,58,0.6213,0.7395,41,0.6719,0.5667,47,0.7373,0.7395,19,0.5841,0.5667,17,0.7965,0.7260,80,0.6815,0.6393,101
EXE,Expand Energy,Energy,86.4300,-0.0070,15.0878,20.0000,Down,,27.8677,0.0787,0.1992,0.0274,0.0997,0.0489,-0.0839,-0.0732,-0.1220,-1.2781,,,,0,,0.0000,,,,,0,0.0000,15.0878,20.0000,-0.1087,-0.0660,Down,False,,,0,,,0.6930,0.6737,111,0.4867,0.6268,108,0.7159,0.6737,71,0.5548,0.6268,60,0.6411,0.6737,47,0.5974,0.6268,32,0.6198,0.6737,31,0.6186,0.6268,34,0.7890,0.7532,86,0.6855,0.6657,102
STZ,Constellation Brands,Consumer Staples,116.2150,-0.0030,14.8975,20.0000,Down,,27.8949,0.0866,0.1677,0.0266,0.0754,0.0141,-0.0693,-0.1023,-0.1860,-0.8038,,,,0,,0.0000,,,,,0,0.0000,14.8975,20.0000,-0.1614,-0.2284,Down,False,,,0,,,0.6902,0.6170,101,0.6377,0.6919,96,0.5621,0.6170,68,0.7172,0.6919,64,0.6406,0.6170,42,0.6333,0.6919,43,0.6326,0.6170,41,0.6153,0.6919,33,0.5965,0.6309,74,0.5663,0.6426,80
FIS,Fidelity National Information Services,Financials,34.6400,-0.0009,14.8887,20.0000,Down,,25.4411,0.0869,0.2377,0.0352,0.0745,0.0130,-0.0982,-0.1465,-0.2609,-0.4082,,,,0,,0.0000,,,,,0,0.0000,14.8887,20.0000,-0.1596,-0.1410,Down,False,,,0,,,0.6502,0.5918,95,0.5774,0.6466,94,0.6025,0.5918,63,0.6136,0.6466,54,0.5989,0.5918,25,0.6055,0.6466,30,0.6184,0.5918,16,0.6815,0.6466,13,0.6138,0.6171,88,0.6858,0.6655,83
CPRT,Copart,Industrials,28.2250,-0.0223,14.8424,17.0000,Down,SMA200 74% vs 59% (n=18),34.2449,0.0294,0.2124,0.0369,0.1266,0.0742,-0.1000,-0.0742,-0.1671,-0.4958,,,,0,,0.0000,,,,,0,0.0000,14.8424,17.0000,-0.1573,-0.1190,Mixed,False,,,0,,,0.6102,0.5900,90,0.6357,0.6892,90,0.5703,0.5900,58,0.6478,0.6892,62,0.6473,0.5900,29,0.5987,0.6892,29,0.7436,0.5900,18,0.5878,0.6892,16,0.6884,0.6288,81,0.6730,0.6387,83
EFX,Equifax,Industrials,152.0500,-0.0211,14.8339,20.0000,Down,SMA100 79% vs 54% (n=39) | SMA50 64% vs 54% (n=51),26.7264,0.0892,0.2988,0.0400,0.1446,0.0165,-0.1228,-0.1421,-0.1735,-2.5628,,,,0,,0.0000,,,,,0,0.0000,14.8339,20.0000,-0.2225,-0.0799,Down,False,,,0,,,0.5879,0.6831,101,0.5974,0.5353,95,0.6026,0.6831,47,0.6389,0.5353,51,0.6037,0.6831,32,0.7940,0.5353,39,0.6764,0.6831,37,0.5044,0.5353,28,0.6860,0.6699,83,0.7203,0.6655,83
LHX,L3Harris,Industrials,241.0705,0.0078,14.7700,20.0000,Down,SMA200 73% vs 61% (n=20),28.3704,0.0918,0.1169,0.0237,0.1051,0.0153,-0.0477,-0.1100,-0.2215,-0.2176,,,,0,,0.0000,,,,,0,0.0000,14.7700,20.0000,-0.0843,-0.2042,Down,False,,,0,,,0.6484,0.6693,105,0.5860,0.6077,94,0.6315,0.6693,62,0.6792,0.6077,57,0.5968,0.6693,34,0.6414,0.6077,45,0.6672,0.6693,15,0.7263,0.6077,20,0.6585,0.6828,70,0.6733,0.6495,86
LOW,Lowe's,Consumer Discretionary,189.2100,-0.0112,14.7140,20.0000,Down,,27.9059,0.0941,0.1177,0.0235,0.1354,0.0097,-0.0478,-0.0893,-0.1838,-0.6250,,,,0,,0.0000,,,,,0,0.0000,14.7140,20.0000,-0.1339,-0.1877,Down,False,,,0,,,0.5929,0.6840,90,0.6315,0.6157,87,0.6365,0.6840,60,0.5917,0.6157,61,0.6295,0.6840,48,0.6625,0.6157,45,0.6316,0.6840,32,0.6395,0.6157,28,0.6691,0.6357,82,0.6859,0.6192,90
AIG,American International Group,Financials,75.7550,0.0023,14.4531,8.0000,Mixed,,49.9910,0.5923,0.0347,0.0174,0.0572,0.3720,0.0032,-0.0129,-0.0076,0.1000,,,,0,,0.0000,,,,,0,0.0000,14.4531,8.0000,-0.0205,-0.0459,Down,False,,,0,,,0.6180,0.6727,112,0.5419,0.6836,97,0.7429,0.6727,75,0.5283,0.6836,75,0.6448,0.6727,56,0.5816,0.6836,54,0.6104,0.6727,43,0.6033,0.6836,37,0.7169,0.7288,74,0.6940,0.6423,102
CRH,CRH plc,Materials,84.1400,-0.0128,14.4167,20.0000,Down,SMA200 78% vs 64% (n=16),30.2458,0.1029,0.1664,0.0287,0.2363,0.0101,-0.0661,-0.1152,-0.2283,-0.2770,,,,0,,0.0000,,,,,0,0.0000,14.4167,20.0000,-0.1276,-0.2933,Down,False,,,0,,,0.6497,0.6420,100,0.5308,0.5363,98,0.6407,0.6420,64,0.5491,0.5363,60,0.6038,0.6420,40,0.5286,0.5363,36,0.7784,0.6420,16,0.5636,0.5363,14,0.7125,0.6815,70,0.5944,0.5695,89
JKHY,Jack Henry & Associates,Financials,147.9300,-0.0027,14.1132,20.0000,Down,,36.3831,0.0295,0.1737,0.0339,0.0415,0.3875,-0.0817,-0.0611,-0.0627,-2.1508,,,,0,,0.0000,,,,,0,0.0000,14.1132,20.0000,-0.1352,0.1120,Down,False,,,0,,,0.5892,0.6712,99,0.7150,0.6619,99,0.5823,0.6712,59,0.6462,0.6619,62,0.6954,0.6712,43,0.5830,0.6619,52,0.7434,0.6712,44,0.5170,0.6619,34,0.7283,0.6358,86,0.6891,0.6612,84
HII,Huntington Ingalls Industries,Industrials,270.6000,0.0030,14.0805,17.0000,Down,SMA100 78% vs 63% (n=34),31.3623,0.1011,0.1133,0.0265,0.0627,0.0424,-0.0452,-0.0817,-0.2116,-0.9803,,,,0,,0.0000,,,,,0,0.0000,14.0805,17.0000,-0.0832,-0.0752,Mixed,False,,,0,,,0.6320,0.6288,87,0.6734,0.6615,92,0.6768,0.6288,47,0.6401,0.6615,47,0.7767,0.6288,34,0.4602,0.6615,30,0.6729,0.6288,25,0.6165,0.6615,23,0.6573,0.6457,76,0.5987,0.6230,77
FICO,Fair Isaac,Information Technology,876.3850,-0.0037,13.9283,20.0000,Down,,30.0856,0.1253,0.3626,0.0539,0.1508,0.0057,-0.1359,-0.2020,-0.3021,-10.7419,,,,0,,0.0000,,,,,0,0.0000,13.9283,20.0000,-0.2546,-0.2789,Down,False,,,0,,,0.6713,0.7070,103,0.4651,0.5802,87,0.7750,0.7070,59,0.5200,0.5802,37,0.5665,0.7070,31,0.6303,0.5802,33,0.6837,0.7070,25,0.5792,0.5802,19,0.7234,0.6763,73,0.6146,0.5755,99
PEP,PepsiCo,Consumer Staples,130.6400,0.0035,13.9067,20.0000,Down,,31.3471,0.1085,0.0998,0.0166,0.0917,0.0692,-0.0391,-0.0471,-0.0998,-0.8056,,,,0,,0.0000,,,,,0,0.0000,13.9067,20.0000,-0.0933,-0.1193,Down,False,,,0,,,0.6688,0.6348,94,0.6259,0.6798,101,0.5866,0.6348,60,0.6674,0.6798,63,0.7019,0.6348,68,0.6059,0.6798,50,0.5705,0.6348,32,0.6505,0.6798,34,0.6574,0.6278,85,0.7464,0.6624,92
ORCL,Oracle Corporation,Information Technology,135.6801,-0.0614,13.6784,17.0000,Down,SMA100 74% vs 64% (n=32),39.7695,-0.0061,0.1789,0.0541,0.7740,0.1033,-0.0905,-0.0439,-0.1737,-1.4579,,,,0,,0.0000,,,,,0,0.0000,13.6784,17.0000,-0.0655,-0.1529,Mixed,False,,,0,,,0.5342,0.6357,85,0.6103,0.5359,88,0.6029,0.6357,45,0.5143,0.5359,41,0.7373,0.6357,32,0.3980,0.5359,24,0.7310,0.6357,20,0.4845,0.5359,19,0.5871,0.6105,70,0.5981,0.5599,80
TMUS,T-Mobile US,Communication Services,165.5200,-0.0008,13.3342,20.0000,Down,,34.8586,0.0829,0.1589,0.0318,0.1431,0.0575,-0.0663,-0.0764,-0.1315,-1.8409,,,,0,,0.0000,,,,,0,0.0000,13.3342,20.0000,-0.0943,-0.1266,Down,False,,,0,,,0.5864,0.7296,105,0.6247,0.6186,96,0.6703,0.7296,66,0.5699,0.6186,60,0.6984,0.7296,46,0.6564,0.6186,47,0.6757,0.7296,24,0.7023,0.6186,28,0.7186,0.7003,82,0.6432,0.6508,84
DPZ,Domino's,Consumer Discretionary,292.6500,-0.0128,12.9029,20.0000,Down,SMA50 75% vs 64% (n=46),32.3216,0.1362,0.2411,0.0334,0.1004,0.0802,-0.0877,-0.1210,-0.1731,-3.4087,,,,0,,0.0000,,,,,0,0.0000,12.9029,20.0000,-0.1622,-0.0236,Down,False,,,0,,,0.6085,0.7220,101,0.6823,0.6380,95,0.6083,0.7220,55,0.7510,0.6380,46,0.5555,0.7220,48,0.7310,0.6380,46,0.7203,0.7220,25,0.6820,0.6380,32,0.6378,0.6486,91,0.6852,0.6385,80
CCL,Carnival Corporation,Consumer Discretionary,21.6917,-0.0050,12.8398,14.0000,Down,,29.6405,0.1713,0.1592,0.0342,0.1706,0.0160,-0.0523,-0.1481,-0.2059,0.0359,,,,0,,0.0000,,,,,0,0.0000,12.8398,14.0000,-0.1729,-0.2797,Down,False,,,0,,,0.6131,0.6422,85,0.6577,0.6195,91,0.5994,0.6422,52,0.5980,0.6195,57,0.6291,0.6422,43,0.6096,0.6195,46,0.5158,0.6422,32,0.5851,0.6195,31,0.6437,0.6078,79,0.6887,0.6177,78
WRB,W. R. Berkley Corporation,Financials,68.2501,0.0086,12.5743,14.0000,Mixed,SMA50 77% vs 66% (n=70),42.1593,0.2920,0.0603,0.0189,0.0777,0.3989,-0.0125,-0.0324,-0.0012,-0.0925,,,,0,,0.0000,,,,,0,0.0000,12.5743,14.0000,-0.0253,-0.0717,Down,False,,,0,,,0.7038,0.6604,112,0.4625,0.6568,86,0.7654,0.6604,70,0.5281,0.6568,54,0.6831,0.6604,35,0.5960,0.6568,39,0.6801,0.6604,19,0.5904,0.6568,14,0.7871,0.7589,71,0.6207,0.6373,100
KKR,KKR & Co.,Financials,95.5000,-0.0176,12.5474,20.0000,Down,,35.8989,0.1008,0.1800,0.0339,0.1431,0.2013,-0.0719,-0.0811,-0.0814,-0.8327,,,,0,,0.0000,,,,,0,0.0000,12.5474,20.0000,-0.1150,-0.0132,Down,False,,,0,,,0.5790,0.7119,89,0.5684,0.6375,99,0.5782,0.7119,58,0.7167,0.6375,47,0.6792,0.7119,37,0.5586,0.6375,31,0.6499,0.7119,25,0.5820,0.6375,21,0.7783,0.7043,78,0.6234,0.5877,88
ABT,Abbott Laboratories,Health Care,103.2500,-0.0023,12.4643,11.9000,Mixed,SMA100 74% vs 64% (n=36),40.8247,0.3152,0.1482,0.0222,0.0705,0.4172,-0.0274,-0.0324,-0.0064,-0.4623,,,,0,,0.0000,,,,,0,0.0000,12.4643,11.9000,-0.1210,0.1017,Mixed,False,,,0,,,0.6593,0.6580,91,0.6121,0.6355,90,0.6392,0.6580,58,0.7139,0.6355,64,0.6555,0.6580,29,0.7385,0.6355,36,0.5390,0.6580,25,0.6262,0.6355,32,0.6538,0.6230,87,0.6983,0.6600,90
PCG,PG&E Corporation,Utilities,12.2400,-0.0137,12.4391,20.0000,Down,SMA50 78% vs 67% (n=76),27.4851,0.1878,0.3770,0.0505,0.0927,0.0029,-0.1177,-0.2405,-0.2608,-0.0769,,,,0,,0.0000,,,,,0,0.0000,12.4391,20.0000,-0.3361,-0.3272,Down,False,,,0,,,0.7404,0.6667,109,0.5875,0.6273,99,0.7833,0.6667,76,0.5680,0.6273,55,0.6384,0.6667,55,0.6134,0.6273,49,0.7480,0.6667,37,0.5965,0.6273,22,0.8026,0.7500,72,0.6964,0.6297,103
MLM,Martin Marietta Materials,Materials,487.5900,-0.0058,12.2657,20.0000,Down,,36.2018,0.1081,0.0995,0.0256,0.1957,0.0053,-0.0390,-0.0827,-0.1774,-0.4539,,,,0,,0.0000,,,,,0,0.0000,12.2657,20.0000,-0.0898,-0.2554,Down,False,,,0,,,0.6620,0.7075,103,0.5909,0.6244,95,0.5546,0.7075,57,0.6904,0.6244,59,0.6544,0.7075,37,0.6777,0.6244,41,0.7365,0.7075,27,0.6290,0.6244,27,0.6847,0.7205,82,0.7077,0.6186,97
DOV,Dover Corporation,Industrials,188.1500,-0.0047,12.1872,14.0000,Down,,38.5861,0.3230,0.0982,0.0217,0.0814,0.3926,-0.0174,-0.0608,-0.1011,0.2710,,,,0,,0.0000,,,,,0,0.0000,12.1872,14.0000,-0.0795,-0.2064,Down,False,,,0,,,0.5857,0.6600,91,0.6610,0.6150,92,0.6091,0.6600,66,0.5890,0.6150,63,0.5420,0.6600,47,0.6511,0.6150,52,0.6657,0.6600,24,0.5676,0.6150,25,0.7392,0.6438,82,0.6263,0.5908,86
TSCO,Tractor Supply,Consumer Discretionary,32.0550,-0.0073,11.9610,17.0000,Down,,37.3274,0.1049,0.1294,0.0311,0.0883,0.1335,-0.0511,-0.0337,-0.2009,-0.3066,,,,0,,0.0000,,,,,0,0.0000,11.9610,17.0000,-0.1135,0.0263,Mixed,False,,,0,,,0.6345,0.6278,115,0.6225,0.6813,108,0.5911,0.6278,73,0.6906,0.6813,68,0.5940,0.6278,44,0.6915,0.6813,52,0.5739,0.6278,30,0.5787,0.6813,37,0.7204,0.7079,86,0.7621,0.7061,85
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,14.0800,-0.0071,11.7847,14.0000,Down,,27.3610,0.2147,0.2149,0.0413,0.1709,0.0361,-0.0613,-0.1878,-0.2816,0.0489,,,,0,,0.0000,,,,,0,0.0000,11.7847,14.0000,-0.1870,-0.3748,Down,False,,,0,,,0.6505,0.6639,100,0.5889,0.5751,95,0.6929,0.6639,59,0.4333,0.5751,59,0.6472,0.6639,48,0.4875,0.5751,52,0.6230,0.6639,42,0.5075,0.5751,36,0.6008,0.6175,80,0.6924,0.6376,82
NFLX,Netflix,Communication Services,71.4600,0.0014,11.7583,17.0000,Down,SMA100 72% vs 59% (n=30),37.4037,0.1122,0.1907,0.0308,0.1251,0.1067,-0.0740,-0.0547,-0.1577,-0.9310,,,,0,,0.0000,,,,,0,0.0000,11.7583,17.0000,-0.1337,-0.0380,Mixed,False,,,0,,,0.6627,0.6522,95,0.5782,0.5867,90,0.7285,0.6522,49,0.5281,0.5867,44,0.5888,0.6522,31,0.7161,0.5867,30,0.6341,0.6522,8,0.4456,0.5867,8,0.5982,0.6160,72,0.6445,0.5683,74
CLX,Clorox,Consumer Staples,83.8500,-0.0011,11.6762,20.0000,Down,,26.9328,0.2192,0.2879,0.0311,0.0921,0.0309,-0.0808,-0.1370,-0.1637,-0.6592,,,,0,,0.0000,,,,,0,0.0000,11.6762,20.0000,-0.2235,-0.1580,Down,False,,,0,,,0.5880,0.6556,94,0.6618,0.6300,95,0.4682,0.6556,55,0.6487,0.6300,60,0.6906,0.6556,36,0.5820,0.6300,45,0.6855,0.6556,29,0.5447,0.6300,30,0.7125,0.6339,95,0.6938,0.7031,75
SHW,Sherwin-Williams,Materials,323.0900,-0.0103,11.6411,39.0319,Mixed,SMA100 80% vs 59% (n=53),41.1589,0.3444,0.1096,0.0221,0.2604,0.3946,-0.0171,-0.0453,-0.0266,0.0594,,,,0,,0.0000,SMA100,-0.6537,0.5946,0.7961,53,56.4217,11.6411,39.0319,-0.0741,-0.0753,Down,False,,,0,,,0.5778,0.7222,91,0.6566,0.5946,91,0.5829,0.7222,61,0.6934,0.5946,60,0.5095,0.7222,37,0.7961,0.5946,53,0.6222,0.7222,36,0.6864,0.5946,49,0.7196,0.6512,83,0.6656,0.6421,90
MKC,McCormick & Company,Consumer Staples,48.9650,-0.0025,11.6099,20.0000,Down,SMA200 79% vs 65% (n=27),32.3581,0.1889,0.1683,0.0257,0.0505,0.1703,-0.0523,-0.0649,-0.1176,-0.3602,,,,0,,0.0000,,,,,0,0.0000,11.6099,20.0000,-0.1347,-0.0094,Down,False,,,0,,,0.6544,0.6290,90,0.6187,0.6473,81,0.6022,0.6290,50,0.6534,0.6473,52,0.6399,0.6290,39,0.6575,0.6473,41,0.5806,0.6290,21,0.7932,0.6473,27,0.6159,0.5889,81,0.6122,0.6622,82
LMT,Lockheed Martin,Industrials,528.0000,0.0063,11.5079,17.0000,Down,,41.5046,0.3101,0.0938,0.0235,0.1246,0.3882,-0.0178,-0.0482,-0.0489,-0.0354,,,,0,,0.0000,,,,,0,0.0000,11.5079,17.0000,-0.0642,0.0332,Mixed,False,,,0,,,0.6357,0.6867,101,0.5817,0.5696,79,0.5818,0.6867,54,0.6365,0.5696,53,0.6249,0.6867,42,0.6506,0.5696,41,0.6148,0.6867,33,0.6389,0.5696,34,0.6836,0.6475,70,0.6747,0.6287,102
